id,location_name_rdf,parameter,value,unit,datetimeUtc,timezone,latitude,longitude
4318_2025-10-11T01:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-11T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T02:00:00Z_no2,PlazaDelCarmen,no2,10,µg/m³,2025-10-11T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T03:00:00Z_no2,PlazaDelCarmen,no2,15,µg/m³,2025-10-11T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T04:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-11T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T05:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-11T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T06:00:00Z_no2,PlazaDelCarmen,no2,10,µg/m³,2025-10-11T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T07:00:00Z_no2,PlazaDelCarmen,no2,11,µg/m³,2025-10-11T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T08:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-11T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T09:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-11T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T10:00:00Z_no2,PlazaDelCarmen,no2,11,µg/m³,2025-10-11T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T11:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-11T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T12:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-11T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T13:00:00Z_no2,PlazaDelCarmen,no2,15,µg/m³,2025-10-11T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T14:00:00Z_no2,PlazaDelCarmen,no2,10,µg/m³,2025-10-11T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T15:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-11T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T16:00:00Z_no2,PlazaDelCarmen,no2,10,µg/m³,2025-10-11T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T17:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-11T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T18:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-11T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T19:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-11T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T20:00:00Z_no2,PlazaDelCarmen,no2,20,µg/m³,2025-10-11T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T21:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-11T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T22:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-11T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-11T23:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-11T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T00:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-12T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T01:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-12T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T02:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-12T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T03:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-12T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T05:00:00Z_no2,PlazaDelCarmen,no2,7,µg/m³,2025-10-12T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T06:00:00Z_no2,PlazaDelCarmen,no2,7,µg/m³,2025-10-12T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T07:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-12T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T08:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-12T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T09:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-12T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T10:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-12T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T11:00:00Z_no2,PlazaDelCarmen,no2,10,µg/m³,2025-10-12T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T12:00:00Z_no2,PlazaDelCarmen,no2,8,µg/m³,2025-10-12T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T13:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-12T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T14:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-12T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T15:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-12T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T16:00:00Z_no2,PlazaDelCarmen,no2,7,µg/m³,2025-10-12T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T17:00:00Z_no2,PlazaDelCarmen,no2,11,µg/m³,2025-10-12T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T18:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-12T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T19:00:00Z_no2,PlazaDelCarmen,no2,20,µg/m³,2025-10-12T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T20:00:00Z_no2,PlazaDelCarmen,no2,30,µg/m³,2025-10-12T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T21:00:00Z_no2,PlazaDelCarmen,no2,40,µg/m³,2025-10-12T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T22:00:00Z_no2,PlazaDelCarmen,no2,32,µg/m³,2025-10-12T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-12T23:00:00Z_no2,PlazaDelCarmen,no2,25,µg/m³,2025-10-12T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T00:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-13T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T01:00:00Z_no2,PlazaDelCarmen,no2,9,µg/m³,2025-10-13T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T02:00:00Z_no2,PlazaDelCarmen,no2,8,µg/m³,2025-10-13T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T04:00:00Z_no2,PlazaDelCarmen,no2,8,µg/m³,2025-10-13T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T05:00:00Z_no2,PlazaDelCarmen,no2,11,µg/m³,2025-10-13T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T06:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-13T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T07:00:00Z_no2,PlazaDelCarmen,no2,32,µg/m³,2025-10-13T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T08:00:00Z_no2,PlazaDelCarmen,no2,43,µg/m³,2025-10-13T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T09:00:00Z_no2,PlazaDelCarmen,no2,38,µg/m³,2025-10-13T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T11:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-13T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T12:00:00Z_no2,PlazaDelCarmen,no2,15,µg/m³,2025-10-13T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T13:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-13T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T14:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-13T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T15:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-13T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T16:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-13T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T17:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-13T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T18:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-13T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T19:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-13T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T20:00:00Z_no2,PlazaDelCarmen,no2,29,µg/m³,2025-10-13T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T21:00:00Z_no2,PlazaDelCarmen,no2,34,µg/m³,2025-10-13T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T22:00:00Z_no2,PlazaDelCarmen,no2,36,µg/m³,2025-10-13T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-13T23:00:00Z_no2,PlazaDelCarmen,no2,43,µg/m³,2025-10-13T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T00:00:00Z_no2,PlazaDelCarmen,no2,63,µg/m³,2025-10-14T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T01:00:00Z_no2,PlazaDelCarmen,no2,42,µg/m³,2025-10-14T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T02:00:00Z_no2,PlazaDelCarmen,no2,23,µg/m³,2025-10-14T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T03:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-14T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T04:00:00Z_no2,PlazaDelCarmen,no2,32,µg/m³,2025-10-14T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T05:00:00Z_no2,PlazaDelCarmen,no2,31,µg/m³,2025-10-14T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T06:00:00Z_no2,PlazaDelCarmen,no2,32,µg/m³,2025-10-14T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T07:00:00Z_no2,PlazaDelCarmen,no2,42,µg/m³,2025-10-14T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T08:00:00Z_no2,PlazaDelCarmen,no2,47,µg/m³,2025-10-14T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T11:00:00Z_no2,PlazaDelCarmen,no2,45,µg/m³,2025-10-14T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T12:00:00Z_no2,PlazaDelCarmen,no2,37,µg/m³,2025-10-14T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T13:00:00Z_no2,PlazaDelCarmen,no2,30,µg/m³,2025-10-14T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T14:00:00Z_no2,PlazaDelCarmen,no2,26,µg/m³,2025-10-14T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T15:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-14T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T16:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-14T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T17:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-14T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T18:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-14T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T19:00:00Z_no2,PlazaDelCarmen,no2,19,µg/m³,2025-10-14T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T20:00:00Z_no2,PlazaDelCarmen,no2,31,µg/m³,2025-10-14T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T21:00:00Z_no2,PlazaDelCarmen,no2,45,µg/m³,2025-10-14T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T22:00:00Z_no2,PlazaDelCarmen,no2,56,µg/m³,2025-10-14T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-14T23:00:00Z_no2,PlazaDelCarmen,no2,78,µg/m³,2025-10-14T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T00:00:00Z_no2,PlazaDelCarmen,no2,53,µg/m³,2025-10-15T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T01:00:00Z_no2,PlazaDelCarmen,no2,26,µg/m³,2025-10-15T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T02:00:00Z_no2,PlazaDelCarmen,no2,20,µg/m³,2025-10-15T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T03:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-15T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T04:00:00Z_no2,PlazaDelCarmen,no2,11,µg/m³,2025-10-15T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T05:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-15T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T06:00:00Z_no2,PlazaDelCarmen,no2,15,µg/m³,2025-10-15T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T07:00:00Z_no2,PlazaDelCarmen,no2,30,µg/m³,2025-10-15T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T08:00:00Z_no2,PlazaDelCarmen,no2,38,µg/m³,2025-10-15T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T10:00:00Z_no2,PlazaDelCarmen,no2,42,µg/m³,2025-10-15T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T17:00:00Z_no2,PlazaDelCarmen,no2,12,µg/m³,2025-10-15T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T18:00:00Z_no2,PlazaDelCarmen,no2,15,µg/m³,2025-10-15T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T22:00:00Z_no2,PlazaDelCarmen,no2,97,µg/m³,2025-10-15T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-15T23:00:00Z_no2,PlazaDelCarmen,no2,94,µg/m³,2025-10-15T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T00:00:00Z_no2,PlazaDelCarmen,no2,89,µg/m³,2025-10-16T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T01:00:00Z_no2,PlazaDelCarmen,no2,49,µg/m³,2025-10-16T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T02:00:00Z_no2,PlazaDelCarmen,no2,36,µg/m³,2025-10-16T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T03:00:00Z_no2,PlazaDelCarmen,no2,33,µg/m³,2025-10-16T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T04:00:00Z_no2,PlazaDelCarmen,no2,29,µg/m³,2025-10-16T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T05:00:00Z_no2,PlazaDelCarmen,no2,21,µg/m³,2025-10-16T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T06:00:00Z_no2,PlazaDelCarmen,no2,20,µg/m³,2025-10-16T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T11:00:00Z_no2,PlazaDelCarmen,no2,23,µg/m³,2025-10-16T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T12:00:00Z_no2,PlazaDelCarmen,no2,24,µg/m³,2025-10-16T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T13:00:00Z_no2,PlazaDelCarmen,no2,29,µg/m³,2025-10-16T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T14:00:00Z_no2,PlazaDelCarmen,no2,26,µg/m³,2025-10-16T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T15:00:00Z_no2,PlazaDelCarmen,no2,21,µg/m³,2025-10-16T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T16:00:00Z_no2,PlazaDelCarmen,no2,16,µg/m³,2025-10-16T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T17:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-16T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T18:00:00Z_no2,PlazaDelCarmen,no2,22,µg/m³,2025-10-16T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T19:00:00Z_no2,PlazaDelCarmen,no2,26,µg/m³,2025-10-16T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T20:00:00Z_no2,PlazaDelCarmen,no2,22,µg/m³,2025-10-16T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-16T21:00:00Z_no2,PlazaDelCarmen,no2,19,µg/m³,2025-10-16T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T07:00:00Z_no2,PlazaDelCarmen,no2,35,µg/m³,2025-10-17T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T08:00:00Z_no2,PlazaDelCarmen,no2,49,µg/m³,2025-10-17T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T09:00:00Z_no2,PlazaDelCarmen,no2,56,µg/m³,2025-10-17T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T10:00:00Z_no2,PlazaDelCarmen,no2,54,µg/m³,2025-10-17T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T11:00:00Z_no2,PlazaDelCarmen,no2,41,µg/m³,2025-10-17T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T12:00:00Z_no2,PlazaDelCarmen,no2,30,µg/m³,2025-10-17T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T13:00:00Z_no2,PlazaDelCarmen,no2,29,µg/m³,2025-10-17T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T14:00:00Z_no2,PlazaDelCarmen,no2,27,µg/m³,2025-10-17T14:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T15:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-17T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T16:00:00Z_no2,PlazaDelCarmen,no2,17,µg/m³,2025-10-17T16:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T17:00:00Z_no2,PlazaDelCarmen,no2,14,µg/m³,2025-10-17T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T18:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-17T18:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T19:00:00Z_no2,PlazaDelCarmen,no2,27,µg/m³,2025-10-17T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T20:00:00Z_no2,PlazaDelCarmen,no2,30,µg/m³,2025-10-17T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T21:00:00Z_no2,PlazaDelCarmen,no2,48,µg/m³,2025-10-17T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T22:00:00Z_no2,PlazaDelCarmen,no2,48,µg/m³,2025-10-17T22:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-17T23:00:00Z_no2,PlazaDelCarmen,no2,62,µg/m³,2025-10-17T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T00:00:00Z_no2,PlazaDelCarmen,no2,76,µg/m³,2025-10-18T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T01:00:00Z_no2,PlazaDelCarmen,no2,58,µg/m³,2025-10-18T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T02:00:00Z_no2,PlazaDelCarmen,no2,47,µg/m³,2025-10-18T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T03:00:00Z_no2,PlazaDelCarmen,no2,45,µg/m³,2025-10-18T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T04:00:00Z_no2,PlazaDelCarmen,no2,29,µg/m³,2025-10-18T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T05:00:00Z_no2,PlazaDelCarmen,no2,18,µg/m³,2025-10-18T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T06:00:00Z_no2,PlazaDelCarmen,no2,21,µg/m³,2025-10-18T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T07:00:00Z_no2,PlazaDelCarmen,no2,21,µg/m³,2025-10-18T07:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T08:00:00Z_no2,PlazaDelCarmen,no2,20,µg/m³,2025-10-18T08:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T09:00:00Z_no2,PlazaDelCarmen,no2,26,µg/m³,2025-10-18T09:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T10:00:00Z_no2,PlazaDelCarmen,no2,30,µg/m³,2025-10-18T10:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T11:00:00Z_no2,PlazaDelCarmen,no2,27,µg/m³,2025-10-18T11:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T12:00:00Z_no2,PlazaDelCarmen,no2,25,µg/m³,2025-10-18T12:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T13:00:00Z_no2,PlazaDelCarmen,no2,23,µg/m³,2025-10-18T13:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T15:00:00Z_no2,PlazaDelCarmen,no2,13,µg/m³,2025-10-18T15:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T17:00:00Z_no2,PlazaDelCarmen,no2,8,µg/m³,2025-10-18T17:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T19:00:00Z_no2,PlazaDelCarmen,no2,33,µg/m³,2025-10-18T19:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T20:00:00Z_no2,PlazaDelCarmen,no2,38,µg/m³,2025-10-18T20:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T21:00:00Z_no2,PlazaDelCarmen,no2,46,µg/m³,2025-10-18T21:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-18T23:00:00Z_no2,PlazaDelCarmen,no2,81,µg/m³,2025-10-18T23:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T00:00:00Z_no2,PlazaDelCarmen,no2,77,µg/m³,2025-10-19T00:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T01:00:00Z_no2,PlazaDelCarmen,no2,71,µg/m³,2025-10-19T01:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T02:00:00Z_no2,PlazaDelCarmen,no2,72,µg/m³,2025-10-19T02:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T03:00:00Z_no2,PlazaDelCarmen,no2,75,µg/m³,2025-10-19T03:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T04:00:00Z_no2,PlazaDelCarmen,no2,44,µg/m³,2025-10-19T04:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T05:00:00Z_no2,PlazaDelCarmen,no2,40,µg/m³,2025-10-19T05:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
4318_2025-10-19T06:00:00Z_no2,PlazaDelCarmen,no2,31,µg/m³,2025-10-19T06:00:00Z,Europe/Madrid,40.41916666016447,-3.703333329700339
